flight_id,box,grp,reg,model,type,callsign,minutes,km,agl_med,agl_min,gs_med,interior,bracketed,lon,lat,start_ap,end_ap,week,d_own
4071aa:2025-06-14T11:27:23Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,1.32,7.7,357,257,120.0,False,False,-3.35,52.75,,,2025-06-14,5.4
407046:2025-07-18T18:26:50Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.01,3.7,643,643,121.0,False,False,-3.3,53.15,,,2025-07-12,27.5
407046:2025-07-18T17:16:20Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,2.17,8.3,531,362,133.0,False,False,-4.025,53.2,EGCK,,2025-07-12,9.3
407046:2025-07-18T17:16:20Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.54,2.2,276,276,122.0,False,False,-3.9,53.25,EGCK,,2025-07-12,1.1
424c6c:2025-07-18T16:15:58Z,W1_Snowdonia,rotorcraft,M-DOGA,AIRBUS HELICOPTERS EC-135/635,EC35,MDOGA,1.78,7.2,676,676,129.0,True,False,-3.4,52.95,,,2025-07-12,91.6
43c92b:2025-07-18T13:52:01Z,W1_Snowdonia,rotorcraft,ZM497,AIRBUS HELICOPTERS EC-145,EC45,WWIND212,1.41,7.5,246,115,66.0,True,False,-4.25,53.05,,,2025-07-12,5.1
43c92b:2025-07-18T13:52:01Z,W1_Snowdonia,rotorcraft,ZM497,AIRBUS HELICOPTERS EC-145,EC45,WWIND212,0.68,18.3,475,46,66.0,False,False,-4.45,53.15,,,2025-07-12,6.1
43c922:2025-07-18T11:59:16Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.42,3.5,631,631,274.0,True,True,-4.45,53.3,EGOV,EGOV,2025-07-12,9.7
43c8d3:2025-07-18T11:36:55Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET02,0.16,1.2,699,699,269.0,True,False,-4.35,53.0,EGOV,EGOV,2025-07-12,26.8
407046:2025-07-18T10:54:03Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.39,1.4,293,293,125.0,True,False,-3.95,53.2,,,2025-07-12,14.0
43c8d0:2025-07-18T10:20:48Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.35,2.0,374,374,253.0,False,False,-4.325,52.95,,,2025-07-12,0.8
43c8cf:2025-07-18T09:39:12Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.02,0.1,575,575,240.0,True,True,-4.35,52.9,EGOV,EGOV,2025-07-12,35.9
43c8cf:2025-07-18T09:39:12Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,1.82,9.1,494,392,240.0,True,True,-4.325,52.95,EGOV,EGOV,2025-07-12,33.4
407045:2025-07-17T18:18:42Z,W1_Snowdonia,rotorcraft,G-LOYW,AIRBUS HELICOPTERS EC-145,EC45,HLE57,0.09,0.2,383,383,96.0,True,False,-3.5,53.05,,,2025-07-12,16.3
43c8f0:2025-07-17T14:21:14Z,W1_Snowdonia,rotorcraft,ZM522,AIRBUS HELICOPTERS EC-135/635,EC35,SYS48,0.5,1.3,488,488,89.0,False,False,-3.3,52.85,EGOS,EGOS,2025-07-12,41.6
43c8f0:2025-07-17T14:21:14Z,W1_Snowdonia,rotorcraft,ZM522,AIRBUS HELICOPTERS EC-135/635,EC35,SYS48,0.32,1.1,432,432,81.0,False,False,-3.25,52.85,EGOS,EGOS,2025-07-12,35.8
407046:2025-07-17T13:35:30Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.81,2.9,648,648,117.0,True,False,-3.95,53.2,,EGCK,2025-07-12,29.8
407046:2025-07-17T13:35:30Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.62,2.2,482,482,112.0,True,False,-4.05,53.2,,EGCK,2025-07-12,23.2
43c8f0:2025-07-17T12:30:23Z,W1_Snowdonia,rotorcraft,ZM522,AIRBUS HELICOPTERS EC-135/635,EC35,SYS48,0.43,1.2,266,266,88.0,False,False,-3.3,52.85,EGOS,EGOS,2025-07-12,41.1
407046:2025-07-17T10:44:10Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.48,1.8,657,657,128.0,True,False,-4.05,53.2,EGCK,,2025-07-12,9.9
407046:2025-07-17T10:44:10Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.62,5.7,506,490,128.0,False,False,-3.925,53.2,EGCK,,2025-07-12,2.7
43c8e6:2025-07-17T10:28:21Z,W1_Snowdonia,rotorcraft,ZM512,AIRBUS HELICOPTERS EC-135/635,EC35,SYS78,1.2,3.8,469,176,94.0,True,False,-4.05,53.2,EGOS,EGCK,2025-07-12,24.6
407045:2025-07-16T20:15:39Z,W1_Snowdonia,rotorcraft,G-LOYW,AIRBUS HELICOPTERS EC-145,EC45,HLE57,1.24,2.7,564,556,100.0,False,False,-3.55,52.7,,,2025-07-12,1.1
407045:2025-07-16T17:02:56Z,W1_Snowdonia,rotorcraft,G-LOYW,AIRBUS HELICOPTERS EC-145,EC45,HLE57,1.55,6.2,458,339,129.0,True,False,-3.933,53.2,EGOV,,2025-07-12,37.4
407045:2025-07-16T17:02:56Z,W1_Snowdonia,rotorcraft,G-LOYW,AIRBUS HELICOPTERS EC-145,EC45,HLE57,0.48,2.0,540,540,129.0,False,False,-3.3,53.15,EGOV,,2025-07-12,71.9
406ddc:2025-07-16T15:53:34Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,2.45,20.5,453,-53,88.0,False,False,-4.5,53.05,EGCK,EGCK,2025-07-12,9.5
406ddc:2025-07-16T15:53:34Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,5.89,15.8,453,428,96.0,True,False,-4.534,52.98,EGCK,EGCK,2025-07-12,16.1
406ddc:2025-07-16T15:53:34Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,7.04,18.0,478,478,98.0,True,False,-4.497,53.02,EGCK,EGCK,2025-07-12,10.7
406ddc:2025-07-16T15:53:34Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,1.09,5.4,178,103,48.0,True,False,-4.6,52.95,EGCK,EGCK,2025-07-12,20.8
43c8d3:2025-07-16T15:01:59Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET02,0.21,7.7,427,241,244.0,False,False,-3.775,53.0,,,2025-07-12,6.7
43c8cd:2025-07-16T14:52:04Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.28,18.1,478,239,253.0,True,False,-3.75,53.0,EGOV,,2025-07-12,60.4
43c8cd:2025-07-16T14:52:04Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.32,14.5,326,263,240.0,False,False,-3.45,52.9,EGOV,,2025-07-12,86.5
43c92c:2025-07-16T14:05:33Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND228,1.12,3.5,477,400,95.0,True,False,-4.25,53.05,,EGOV,2025-07-12,23.5
43c92c:2025-07-16T14:05:33Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND228,3.74,6.5,180,43,68.0,True,False,-4.25,53.0,,EGOV,2025-07-12,27.5
43c92c:2025-07-16T14:05:33Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND228,0.46,1.1,228,228,84.0,True,False,-4.0,52.95,,EGOV,2025-07-12,41.5
43c92c:2025-07-16T14:05:33Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND228,9.42,15.1,146,10,60.0,True,True,-4.019,53.154,,EGOV,2025-07-12,30.8
43c923:2025-07-16T12:59:04Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT82,3.14,28.0,691,566,238.0,False,False,-4.55,53.036,EGOV,EGOV,2025-07-12,20.1
43c8d3:2025-07-16T12:28:01Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,VYT98,0.18,1.4,685,685,256.0,True,False,-3.85,53.15,EGOV,EGOV,2025-07-12,45.1
43c8d3:2025-07-16T12:28:01Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,VYT98,0.8,9.4,636,324,248.0,True,False,-3.45,53.1,EGOV,EGOV,2025-07-12,71.7
407046:2025-07-16T11:00:59Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.1,0.2,536,536,135.0,True,False,-3.5,53.3,EGCK,EGCK,2025-07-12,61.4
43c8d3:2025-07-16T09:50:42Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,0.96,17.9,478,261,247.0,True,False,-3.775,53.0,EGOV,,2025-07-12,56.8
43c8d3:2025-07-16T09:50:42Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,RCKT2,0.35,2.5,394,309,234.0,True,False,-4.35,52.95,EGOV,,2025-07-12,17.6
43c922:2025-07-16T09:50:19Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET01,1.59,12.0,548,324,247.0,True,False,-3.825,53.175,EGOV,EGOV,2025-07-12,47.1
43c922:2025-07-16T09:50:19Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET01,0.98,13.0,344,222,243.0,True,False,-3.763,53.0,EGOV,EGOV,2025-07-12,56.9
43c922:2025-07-16T09:50:19Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET01,0.11,8.7,600,436,243.0,True,False,-3.4,52.9,EGOV,EGOV,2025-07-12,82.1
43c922:2025-07-16T09:50:19Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET01,0.23,1.8,359,359,237.0,True,False,-4.35,52.9,EGOV,EGOV,2025-07-12,34.1
43c922:2025-07-16T09:50:19Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET01,0.39,2.8,462,462,231.0,True,False,-4.35,52.95,EGOV,EGOV,2025-07-12,33.3
406ddc:2025-07-16T08:11:24Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,5.61,28.5,454,-103,102.0,False,False,-4.633,53.011,EGCK,EGCK,2025-07-12,20.3
406ddc:2025-07-16T08:11:24Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,11.24,35.4,479,479,112.0,True,False,-4.741,53.131,EGCK,EGCK,2025-07-12,25.9
406ddc:2025-07-16T08:11:24Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,1.82,18.7,593,278,117.0,True,False,-4.3,53.317,EGCK,EGCK,2025-07-12,26.8
407046:2025-07-15T19:15:55Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.2,13.7,368,2,102.0,False,False,-4.43,53.15,,EGCK,2025-07-12,2.8
407046:2025-07-15T18:38:15Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.58,11.6,178,-80,70.0,False,False,-4.4,53.15,EGCK,,2025-07-12,0.9
43c8cd:2025-07-14T15:59:18Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,WINDR02,0.56,4.1,634,634,242.0,False,False,-3.6,53.1,,EGOV,2025-07-12,64.6
43c924:2025-07-14T15:12:03Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET02,0.31,5.7,537,510,266.0,True,True,-3.6,53.15,,EGOV,2025-07-12,28.0
43c924:2025-07-14T15:12:03Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,ROCKET02,0.8,5.8,410,214,204.0,True,True,-3.575,53.15,,EGOV,2025-07-12,31.6
43c5e1:2025-07-14T14:35:46Z,W1_Snowdonia,other,ZM407,AIRBUS A-400M,A400,GRFFN71,1.53,36.4,549,349,294.0,False,False,-4.456,52.975,EGVN,EGVN,2025-07-12,238.3
43c92c:2025-07-14T13:15:29Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND204,3.19,34.5,430,201,107.0,False,False,-3.983,53.225,,,2025-07-12,17.7
43c92c:2025-07-14T13:15:29Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND204,0.4,2.5,144,144,108.0,True,False,-3.85,53.15,,,2025-07-12,8.2
4071aa:2025-07-14T13:13:54Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,1.08,3.9,681,681,102.0,True,False,-3.45,52.9,,EGCK,2025-07-12,65.3
43c8f3:2025-07-14T10:52:18Z,W1_Snowdonia,rotorcraft,ZM525,AIRBUS HELICOPTERS EC-135/635,EC35,SY50,0.05,0.1,372,372,83.0,False,False,-3.25,52.7,EGOS,EGOS,2025-07-12,39.2
4071aa:2025-07-14T07:39:42Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,1.07,4.3,536,536,128.0,True,False,-3.65,52.75,,EGCK,2025-07-12,27.3
4071aa:2025-07-14T07:39:42Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,0.36,1.3,651,651,137.0,True,False,-3.95,53.2,,EGCK,2025-07-12,30.8
43c923:2025-07-14T07:16:06Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT98,0.02,0.1,311,311,250.0,True,False,-3.75,53.15,EGOV,EGOV,2025-07-12,54.0
43c923:2025-07-14T07:16:06Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT98,0.3,2.2,157,157,250.0,True,False,-3.45,53.1,EGOV,EGOV,2025-07-12,73.4
43c923:2025-07-14T07:16:06Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT98,0.07,0.5,542,542,257.0,True,False,-3.8,52.85,EGOV,EGOV,2025-07-12,64.2
43c8d0:2025-07-14T07:04:05Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.36,2.5,685,685,214.0,True,False,-4.65,52.95,,,2025-07-12,21.1
43c8cf:2025-07-14T07:02:36Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT01,3.75,32.5,658,558,222.0,False,False,-4.621,53.021,EGOV,EGOV,2025-07-12,23.9
407046:2025-07-13T16:32:14Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,3.0,12.9,461,461,134.0,True,False,-3.45,52.95,EGCV,EGCK,2025-07-12,45.9
407046:2025-07-13T14:50:00Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.37,5.1,593,593,115.0,True,True,-3.5,53.05,,,2025-07-12,26.2
406ddc:2025-07-13T12:43:24Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRD936,5.1,7.5,401,280,51.0,True,True,-4.0,53.15,EGCK,,2025-07-12,12.6
407046:2025-07-12T15:15:18Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.66,22.3,535,15,121.0,False,False,-4.462,52.987,EGCK,EGCK,2025-07-12,12.6
407046:2025-07-12T12:07:42Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.4,7.3,598,370,124.0,True,False,-4.25,53.05,EGCK,EGCK,2025-07-12,8.5
406ddc:2025-07-12T11:20:55Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRG936A,0.35,5.8,560,143,138.0,True,False,-4.05,53.2,EGCK,EGCK,2025-07-12,24.9
406ddc:2025-07-12T11:20:55Z,W1_Snowdonia,rotorcraft,G-MCGK,SIKORSKY S-92 Helibus,S92,SRG936A,1.31,6.1,299,268,60.0,True,False,-4.038,53.2,EGCK,EGCK,2025-07-12,25.1
43c8cb:2026-04-17T15:01:15Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT97,0.12,0.9,652,652,269.0,True,False,-4.3,53.3,EGOV,EGOV,2026-04-11,18.5
43c924:2026-04-17T13:00:52Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT74,0.01,1.6,338,264,232.0,True,False,-3.75,53.15,EGOV,EGOV,2026-04-11,55.1
43c8d3:2026-04-17T12:45:17Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,VYT76,0.31,10.4,424,371,272.0,True,True,-3.8,53.0,EGOV,EGOV,2026-04-11,57.4
43c8d0:2026-04-17T12:37:57Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT75,0.31,13.4,576,341,240.0,True,False,-3.8,53.15,EGOV,EGOV,2026-04-11,51.1
43c8cb:2026-04-17T10:36:30Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT55,0.1,0.7,292,292,265.0,True,False,-4.35,52.95,EGOV,EGOV,2026-04-11,35.1
4080c6:2026-04-16T21:18:12Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,3.92,18.1,403,-46,72.0,False,False,-4.564,53.1,EGCK,EGCK,2026-04-11,13.6
4080c6:2026-04-16T21:18:12Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,1.69,18.8,211,136,2.0,False,False,-4.59,53.1,EGCK,EGCK,2026-04-11,15.7
4080c6:2026-04-16T19:30:24Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,0.69,23.8,409,409,77.0,False,False,-4.45,53.1,EGCK,EGCK,2026-04-11,8.5
43c8cb:2026-04-16T15:18:34Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.05,0.4,487,487,227.0,True,True,-3.8,52.9,EGOV,EGOV,2026-04-11,61.1
43c924:2026-04-16T12:23:59Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT61,0.29,2.2,613,613,249.0,True,False,-4.3,53.3,EGOV,EGOV,2026-04-11,17.3
43c8ca:2026-04-16T12:20:29Z,W1_Snowdonia,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.28,4.6,357,230,233.0,True,False,-3.725,53.1,EGOV,EGOV,2026-04-11,56.5
43c8ca:2026-04-16T12:20:29Z,W1_Snowdonia,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.61,5.1,372,372,249.0,True,False,-3.75,53.15,EGOV,EGOV,2026-04-11,56.5
43c8ca:2026-04-16T12:20:29Z,W1_Snowdonia,mil_state,ZM323,BEECHCRAFT T-6 Texan 2,TEX2,VYT87,0.76,6.3,453,376,261.0,True,True,-3.8,52.893,EGOV,EGOV,2026-04-11,63.3
43c8cb:2026-04-16T10:22:59Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,0.05,0.4,693,693,289.0,True,False,-4.45,53.3,EGOV,EGOV,2026-04-11,8.2
43c92a:2026-04-16T10:12:09Z,W1_Snowdonia,rotorcraft,ZM496,AIRBUS HELICOPTERS EC-145,EC45,WWIND206,4.87,18.3,250,33,,True,False,-4.005,53.145,EGOQ,,2026-04-11,0.9
43c92a:2026-04-16T10:12:09Z,W1_Snowdonia,rotorcraft,ZM496,AIRBUS HELICOPTERS EC-145,EC45,WWIND206,1.31,5.1,223,132,51.0,True,False,-4.008,53.15,EGOQ,,2026-04-11,1.3
43c8d7:2026-04-16T10:02:38Z,W1_Snowdonia,mil_state,ZM336,EMBRAER EMB-500 Phenom 100,E50P,CWL45Y,0.24,1.5,680,680,203.0,True,True,-3.85,53.15,,EGYD,2026-04-11,28.5
43c8d7:2026-04-16T10:02:38Z,W1_Snowdonia,mil_state,ZM336,EMBRAER EMB-500 Phenom 100,E50P,CWL45Y,0.16,13.6,539,484,200.0,True,True,-3.95,53.0,,EGYD,2026-04-11,44.2
43c8d5:2026-04-16T09:29:30Z,W1_Snowdonia,mil_state,ZM334,EMBRAER EMB-500 Phenom 100,E50P,CWL30Y,0.5,3.8,489,472,245.0,True,True,-4.333,52.95,EGYD,EGYD,2026-04-11,254.9
43c8cf:2026-04-16T07:26:14Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,VYT85,0.48,36.1,549,85,161.0,True,True,-4.325,53.3,EGOV,EGOV,2026-04-11,18.5
43c8ce:2026-04-16T07:24:57Z,W1_Snowdonia,mil_state,ZM327,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,0.2,1.2,625,594,201.0,True,True,-4.3,53.3,EGOV,EGOV,2026-04-11,19.8
4080c6:2026-04-15T19:01:53Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,0.5,2.9,601,584,85.0,True,False,-4.25,53.05,EGCK,,2026-04-11,3.0
43c924:2026-04-15T15:28:04Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,VYT65,0.32,9.4,436,322,274.0,True,True,-3.767,53.15,EGOV,EGOV,2026-04-11,53.4
4080c6:2026-04-15T13:56:34Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,1.72,19.2,250,241,81.0,False,False,-4.475,53.125,EGCK,EGCK,2026-04-11,10.0
43c924:2026-04-15T13:09:48Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,1.0,23.7,357,213,230.0,True,True,-3.812,53.025,EGOV,EGOV,2026-04-11,54.6
43c924:2026-04-15T13:09:48Z,W1_Snowdonia,mil_state,ZM343,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.26,1.8,302,302,223.0,True,True,-4.35,52.95,EGOV,EGOV,2026-04-11,33.7
43c8cf:2026-04-15T13:07:50Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,VYT61,1.24,6.7,693,693,175.0,False,False,-4.6,53.1,,EGOV,2026-04-11,11.3
43c8d3:2026-04-14T15:04:28Z,W1_Snowdonia,mil_state,ZM332,BEECHCRAFT T-6 Texan 2,TEX2,VYT68,0.29,8.7,384,234,249.0,True,True,-3.8,53.3,EGOV,EGOV,2026-04-11,52.1
43c8d1:2026-04-14T12:33:52Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT84,1.29,8.2,332,304,213.0,True,False,-4.35,52.94,EGOV,EGOV,2026-04-11,33.9
43c8d1:2026-04-14T12:33:52Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT84,0.96,15.4,326,260,258.0,True,False,-3.75,52.969,EGOV,EGOV,2026-04-11,60.7
404605:2026-04-14T09:37:34Z,W1_Snowdonia,civ_ga,G-CBFA,DIAMOND DA-40 Club Star,DA40,GCBFA,0.24,0.8,484,484,97.0,True,False,-3.95,53.25,EGCK,EGKA,2026-04-11,31.8
404605:2026-04-14T09:37:34Z,W1_Snowdonia,civ_ga,G-CBFA,DIAMOND DA-40 Club Star,DA40,GCBFA,0.55,3.5,472,315,83.0,True,False,-3.75,53.25,EGCK,EGKA,2026-04-11,43.3
404605:2026-04-14T09:37:34Z,W1_Snowdonia,civ_ga,G-CBFA,DIAMOND DA-40 Club Star,DA40,GCBFA,1.52,6.2,671,520,110.0,False,False,-3.25,53.2,EGCK,EGKA,2026-04-11,74.3
4080c6:2026-04-14T09:21:17Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,0.82,11.8,4,-21,1.0,False,False,-4.5,53.05,EGCK,EGCK,2026-04-11,10.1
4080c6:2026-04-14T09:21:17Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,8.36,79.4,311,211,1.0,True,False,-4.495,53.092,EGCK,EGCK,2026-04-11,8.6
4080c6:2026-04-14T09:21:17Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,4.78,9.7,211,136,1.0,True,False,-4.64,52.96,EGCK,EGCK,2026-04-11,22.0
4080c6:2026-04-14T09:21:17Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,3.57,29.4,411,147,2.0,False,False,-4.55,52.967,EGCK,EGCK,2026-04-11,17.4
4076d0:2026-04-14T08:31:21Z,W1_Snowdonia,rotorcraft,G-OGEZ,ROBINSON R-44 Raven,R44,GOGEZ,0.8,2.1,661,661,115.0,False,False,-3.25,53.1,,,2026-04-11,3.0
4076d0:2026-04-14T08:31:21Z,W1_Snowdonia,rotorcraft,G-OGEZ,ROBINSON R-44 Raven,R44,GOGEZ,0.71,1.0,539,539,115.0,False,False,-3.25,53.15,,,2026-04-11,0.4
43c8cd:2026-04-13T15:38:07Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT71,4.91,57.7,238,163,,True,True,-3.523,53.365,EGOV,EGOV,2026-04-11,70.5
4080c6:2026-04-13T15:03:15Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,7.67,14.2,564,214,73.0,True,True,-4.618,53.095,EGCK,EGCK,2026-04-11,17.2
4080c6:2026-04-13T15:03:15Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,2.21,6.5,489,489,101.0,True,True,-4.481,53.05,EGCK,EGCK,2026-04-11,9.6
4080c6:2026-04-13T15:03:15Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,1.15,2.4,614,614,101.0,True,False,-4.59,53.1,EGCK,EGCK,2026-04-11,14.7
4080c6:2026-04-13T15:03:15Z,W1_Snowdonia,rotorcraft,G-RESE,AGUSTA AW-139,A139,SRD336,11.8,15.5,489,64,2.0,True,False,-4.569,53.031,EGCK,EGCK,2026-04-11,14.9
43c8d1:2026-04-13T12:48:03Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT72,0.99,16.5,335,265,215.0,False,False,-3.8,52.97,EGOV,,2026-04-11,2.8
