flight_id,box,grp,reg,model,type,callsign,minutes,km,agl_med,agl_min,gs_med,interior,bracketed,lon,lat,start_ap,end_ap,week,d_own
43c8cb:2025-06-20T14:26:07Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.01,0.1,469,469,233.0,True,False,-4.35,52.9,EGOV,EGOV,2025-06-14,38.1
43c8cb:2025-06-20T14:26:07Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.97,7.6,268,188,259.0,True,False,-3.433,52.7,EGOV,EGOV,2025-06-14,93.9
43c8cb:2025-06-20T14:26:07Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.41,24.3,381,283,249.0,True,True,-3.75,53.0,EGOV,EGOV,2025-06-14,58.1
43c8cd:2025-06-20T14:21:02Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,2.83,22.3,262,165,254.0,True,True,-3.567,52.744,EGOV,EGOV,2025-06-14,85.3
43c8cd:2025-06-20T14:21:02Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,1.48,12.1,250,217,243.0,True,True,-3.807,53.0,EGOV,EGOV,2025-06-14,55.8
43c8cd:2025-06-20T14:21:02Z,W1_Snowdonia,mil_state,ZM326,BEECHCRAFT T-6 Texan 2,TEX2,VYT70,0.74,5.6,291,291,254.0,True,True,-4.4,52.9,EGOV,EGOV,2025-06-14,35.4
43c8d1:2025-06-20T14:12:49Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT89,0.76,6.1,379,200,231.0,True,True,-3.7,52.975,EGOV,EGOV,2025-06-14,61.9
43c8d1:2025-06-20T14:12:49Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,VYT89,0.72,5.6,309,147,141.0,True,True,-3.775,53.15,EGOV,EGOV,2025-06-14,51.5
43c8f1:2025-06-20T13:25:58Z,W1_Snowdonia,rotorcraft,ZM523,AIRBUS HELICOPTERS EC-135/635,EC35,SYS73,2.18,5.4,461,35,14.0,True,True,-4.0,53.15,,EGOS,2025-06-14,17.5
43c8f1:2025-06-20T12:28:43Z,W1_Snowdonia,rotorcraft,ZM523,AIRBUS HELICOPTERS EC-135/635,EC35,SYS73,1.21,14.6,324,-5,56.0,True,False,-4.225,53.05,EGCK,,2025-06-14,9.3
43c8e1:2025-06-20T12:09:24Z,W1_Snowdonia,rotorcraft,ZM507,AIRBUS HELICOPTERS EC-135/635,EC35,SYS92,0.38,1.2,652,652,102.0,False,False,-3.25,52.7,EGOS,EGOS,2025-06-14,36.4
43c922:2025-06-20T12:08:30Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT06,1.74,14.0,380,377,260.0,True,True,-3.633,52.717,EGOV,EGOV,2025-06-14,84.0
43c8cf:2025-06-20T11:45:51Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.09,0.7,289,289,262.0,True,True,-3.45,52.65,EGOV,EGOV,2025-06-14,98.4
43c8cf:2025-06-20T11:45:51Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,1.69,13.5,323,158,271.0,True,True,-3.586,52.793,EGOV,EGOV,2025-06-14,80.6
43c8cf:2025-06-20T11:45:51Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.01,13.0,314,192,258.0,True,True,-3.75,53.0,EGOV,EGOV,2025-06-14,58.7
43c8f9:2025-06-20T10:05:50Z,W1_Snowdonia,rotorcraft,ZM531,AIRBUS HELICOPTERS EC-135/635,EC35,SYS50,0.84,0.3,151,151,86.0,False,False,-3.45,52.65,EGOS,EGOS,2025-06-14,53.9
43c8d0:2025-06-20T09:42:21Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.28,2.1,569,569,234.0,True,False,-4.35,52.9,EGOV,EGOV,2025-06-14,37.3
43c8d0:2025-06-20T09:42:21Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,1.23,9.5,228,220,263.0,True,False,-3.467,52.717,EGOV,EGOV,2025-06-14,91.1
43c8d0:2025-06-20T09:42:21Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT88,0.89,19.8,487,418,253.0,True,False,-3.75,52.98,EGOV,EGOV,2025-06-14,58.7
43c8d1:2025-06-20T09:38:26Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.13,1.0,621,621,243.0,True,True,-3.5,53.1,EGOV,EGOV,2025-06-14,70.5
43c8d1:2025-06-20T09:38:26Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,1.62,12.3,399,258,245.0,True,True,-3.761,53.139,EGOV,EGOV,2025-06-14,53.1
43c8d1:2025-06-20T09:38:26Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.21,1.6,316,316,230.0,True,True,-3.75,53.15,EGOV,EGOV,2025-06-14,53.0
43c8d1:2025-06-20T09:38:26Z,W1_Snowdonia,mil_state,ZM330,BEECHCRAFT T-6 Texan 2,TEX2,RCKT1,0.92,8.1,655,428,242.0,True,True,-3.775,53.15,EGOV,EGOV,2025-06-14,52.4
43c8dc:2025-06-20T09:09:23Z,W1_Snowdonia,rotorcraft,ZM502,AIRBUS HELICOPTERS EC-145,EC45,WWIND213,0.29,0.7,254,254,103.0,False,False,-4.75,53.4,,,2025-06-14,0.2
43c922:2025-06-20T07:22:32Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT66,0.61,4.7,566,555,254.0,True,True,-3.525,53.1,EGOV,,2025-06-14,42.0
43c922:2025-06-20T07:22:32Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT66,0.44,7.0,565,312,248.0,True,True,-3.79,53.14,EGOV,,2025-06-14,26.1
43c922:2025-06-20T07:22:32Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT66,0.99,7.1,394,242,262.0,True,True,-3.767,53.167,EGOV,,2025-06-14,25.8
43c922:2025-06-20T07:22:32Z,W1_Snowdonia,mil_state,ZM341,BEECHCRAFT T-6 Texan 2,TEX2,VYT66,1.55,11.7,593,259,244.0,True,True,-3.75,53.142,EGOV,,2025-06-14,27.9
43c923:2025-06-19T14:54:33Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT67,0.4,3.0,340,340,245.0,True,True,-3.5,53.1,EGOV,EGOV,2025-06-14,73.4
406ddb:2025-06-19T14:48:15Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,1.62,6.0,661,569,123.0,True,False,-4.3,52.975,EGCK,,2025-06-14,12.5
406ddb:2025-06-19T14:48:15Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,0.15,0.3,536,536,120.0,True,False,-4.15,52.95,EGCK,,2025-06-14,14.7
43c8cc:2025-06-19T12:45:04Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.31,8.2,268,266,255.0,True,False,-3.8,53.15,EGOV,EGOV,2025-06-14,51.7
43c8cc:2025-06-19T12:45:04Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.15,1.1,412,412,258.0,True,True,-3.75,52.95,EGOV,EGOV,2025-06-14,64.2
43c8cc:2025-06-19T12:45:04Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT73,0.12,0.6,664,664,192.0,True,True,-3.95,52.85,EGOV,EGOV,2025-06-14,56.1
43c8f6:2025-06-19T12:26:22Z,W1_Snowdonia,rotorcraft,ZM528,AIRBUS HELICOPTERS EC-135/635,EC35,SYS50,0.76,2.4,689,689,84.0,False,False,-3.25,52.65,EGOS,EGOS,2025-06-14,40.4
43c923:2025-06-19T12:17:02Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,0.84,8.9,467,363,249.0,True,False,-3.517,53.067,EGOV,EGOV,2025-06-14,71.1
43c8d0:2025-06-19T12:08:16Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.12,0.9,370,370,241.0,True,False,-4.3,52.9,EGOV,EGOV,2025-06-14,38.5
43c8d0:2025-06-19T12:08:16Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.49,3.7,472,472,245.0,True,True,-4.3,52.9,EGOV,EGOV,2025-06-14,38.0
43c8d0:2025-06-19T12:08:16Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.25,1.8,463,389,230.0,True,True,-3.9,52.85,EGOV,EGOV,2025-06-14,58.8
43c8d0:2025-06-19T12:08:16Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.04,0.3,436,436,267.0,True,True,-3.6,52.75,EGOV,EGOV,2025-06-14,81.6
43c8d0:2025-06-19T12:08:16Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.93,19.1,380,214,242.0,True,True,-3.675,53.125,EGOV,EGOV,2025-06-14,60.1
43c8dc:2025-06-19T11:13:16Z,W1_Snowdonia,rotorcraft,ZM502,AIRBUS HELICOPTERS EC-145,EC45,WWIND206,6.19,6.4,189,14,103.0,True,False,-4.8,53.339,EGOV,EGOV,2025-06-14,20.3
43c8dc:2025-06-19T11:13:16Z,W1_Snowdonia,rotorcraft,ZM502,AIRBUS HELICOPTERS EC-145,EC45,WWIND206,6.22,34.8,64,39,18.0,False,False,-4.75,53.34,EGOV,EGOV,2025-06-14,17.4
43c923:2025-06-19T09:49:05Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT60,0.06,0.5,698,698,248.0,True,False,-3.85,53.25,EGOV,EGOV,2025-06-14,47.2
43c923:2025-06-19T09:49:05Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,VYT60,0.09,15.3,393,284,256.0,True,False,-3.85,53.15,EGOV,EGOV,2025-06-14,47.4
43c8d0:2025-06-19T09:41:58Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT06,0.55,4.1,352,352,236.0,False,False,-3.45,52.7,EGOV,,2025-06-14,61.7
43c8dc:2025-06-19T09:11:04Z,W1_Snowdonia,rotorcraft,ZM502,AIRBUS HELICOPTERS EC-145,EC45,WWIND212,0.5,19.8,136,136,109.0,False,False,-4.5,53.3,EGOV,EGOV,2025-06-14,9.0
43c92c:2025-06-19T08:37:40Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND207,1.4,19.3,363,197,100.0,False,False,-4.6,53.4,EGOV,EGOV,2025-06-14,17.7
4081d6:2025-06-19T08:11:50Z,W1_Snowdonia,rotorcraft,G-OJDG,ROBINSON R-44 Raven,R44,GOJDG,2.33,7.3,657,657,107.0,True,False,-3.8,52.85,,,2025-06-14,53.4
406ddb:2025-06-18T17:32:51Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,39.3,61.9,205,55,57.0,True,False,-4.561,52.955,EGCK,EGCK,2025-06-14,18.7
43c8d2:2025-06-18T14:55:44Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT92,0.25,2.0,683,683,259.0,True,False,-4.25,53.3,EGOV,EGOV,2025-06-14,20.6
43c8d2:2025-06-18T14:55:44Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT92,0.08,0.6,300,300,250.0,True,False,-3.55,53.15,EGOV,EGOV,2025-06-14,65.1
43c8d2:2025-06-18T14:55:44Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT92,0.44,3.3,641,418,242.0,True,False,-3.725,53.2,EGOV,EGOV,2025-06-14,53.1
43c8d2:2025-06-18T14:55:44Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT92,0.06,0.5,237,237,249.0,True,True,-3.6,53.1,EGOV,EGOV,2025-06-14,62.0
43c8d2:2025-06-18T14:55:44Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT92,1.53,5.7,402,383,247.0,True,True,-3.74,52.95,EGOV,EGOV,2025-06-14,61.0
43c8d0:2025-06-18T14:51:14Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,3.2,41.8,528,428,272.0,True,True,-3.414,53.371,EGOV,EGOV,2025-06-14,76.7
43c8d0:2025-06-18T14:51:14Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,1.75,14.5,628,528,270.0,True,True,-4.225,53.388,EGOV,EGOV,2025-06-14,29.2
43c8cf:2025-06-18T14:43:30Z,W1_Snowdonia,mil_state,ZM328,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,1.57,26.7,472,195,253.0,True,True,-3.75,53.12,EGOV,EGOV,2025-06-14,52.7
43c8e1:2025-06-18T14:43:25Z,W1_Snowdonia,rotorcraft,ZM507,AIRBUS HELICOPTERS EC-135/635,EC35,SYS62,0.39,1.1,476,476,93.0,True,True,-3.6,52.8,,EGOS,2025-06-14,60.7
407f8f:2025-06-18T13:15:57Z,W1_Snowdonia,civ_ga,G-CMNL,BEST OFF Sky Ranger,SKRA,GCMNL,2.41,7.4,251,154,71.0,True,True,-3.4,52.9,,,2025-06-14,110.3
407f8f:2025-06-18T13:15:57Z,W1_Snowdonia,civ_ga,G-CMNL,BEST OFF Sky Ranger,SKRA,GCMNL,3.79,7.2,405,154,67.0,True,False,-3.3,53.125,,,2025-06-14,83.0
43c8dc:2025-06-18T12:25:44Z,W1_Snowdonia,rotorcraft,ZM502,AIRBUS HELICOPTERS EC-145,EC45,WWIND212,21.16,23.6,176,49,52.0,True,False,-4.603,53.398,EGOV,EGOV,2025-06-14,17.9
43c8cc:2025-06-18T12:15:20Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.36,2.9,684,684,257.0,True,False,-4.1,53.3,EGOV,EGOV,2025-06-14,30.0
43c8cc:2025-06-18T12:15:20Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.41,3.1,313,313,251.0,True,False,-3.75,53.15,EGOV,EGOV,2025-06-14,52.2
43c8cc:2025-06-18T12:15:20Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.31,2.5,315,315,254.0,True,False,-3.787,52.95,EGOV,EGOV,2025-06-14,58.3
43c8e0:2025-06-18T11:36:02Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS705,1.1,3.3,179,137,95.0,False,False,-3.267,52.7,EGOS,EGOS,2025-06-14,38.6
43c8e0:2025-06-18T11:36:02Z,W1_Snowdonia,rotorcraft,ZM506,AIRBUS HELICOPTERS EC-135/635,EC35,SYS705,3.42,9.9,442,103,107.0,True,False,-3.261,52.914,EGOS,EGOS,2025-06-14,40.7
43c8f7:2025-06-18T10:05:06Z,W1_Snowdonia,rotorcraft,ZM529,AIRBUS HELICOPTERS EC-135/635,EC35,SYS62,0.91,2.7,695,695,91.0,True,False,-3.375,52.7,EGOS,EGOS,2025-06-14,46.1
43c8cc:2025-06-18T10:01:19Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,0.24,4.6,458,303,262.0,True,True,-3.25,53.15,EGOV,EGOV,2025-06-14,85.7
43c8cc:2025-06-18T10:01:19Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,VYT69,0.3,2.2,315,315,239.0,True,True,-3.55,53.1,EGOV,EGOV,2025-06-14,65.8
43c8d0:2025-06-18T09:55:44Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,VYT79,1.42,11.7,392,352,266.0,True,False,-3.771,52.929,EGOV,EGOV,2025-06-14,59.9
43c8d2:2025-06-18T09:29:32Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,VYT14,0.08,3.5,624,425,146.0,True,True,-3.7,53.0,EGOV,EGOV,2025-06-14,59.0
407046:2025-06-17T16:58:51Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.12,0.4,532,532,105.0,True,False,-3.55,53.15,,EGCK,2025-06-14,55.3
407046:2025-06-17T16:58:51Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.03,0.1,522,522,107.0,True,False,-3.65,53.15,,EGCK,2025-06-14,49.2
407046:2025-06-17T16:58:51Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.88,5.3,694,640,106.0,True,False,-3.95,53.2,,EGCK,2025-06-14,31.4
407046:2025-06-17T16:58:51Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.1,0.3,605,605,106.0,True,False,-4.05,53.2,,EGCK,2025-06-14,25.6
407046:2025-06-17T15:06:09Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.9,2.7,466,418,103.0,True,False,-3.4,52.7,EGCW,,2025-06-14,5.8
407046:2025-06-17T14:11:03Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.81,3.0,626,626,117.0,False,False,-3.367,52.733,,EGCW,2025-06-14,1.6
43c8e9:2025-06-17T14:04:29Z,W1_Snowdonia,rotorcraft,ZM515,AIRBUS HELICOPTERS EC-135/635,EC35,SYS62,0.5,1.6,491,491,94.0,True,False,-3.45,52.6,EGOS,EGOS,2025-06-14,53.6
407046:2025-06-17T13:33:11Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,1.97,6.1,641,470,94.0,True,False,-3.5,53.075,,,2025-06-14,16.8
407046:2025-06-17T13:33:11Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.5,4.8,590,230,107.0,True,False,-3.5,52.75,,,2025-06-14,5.5
407046:2025-06-17T11:00:18Z,W1_Snowdonia,rotorcraft,G-WYDN,AIRBUS HELICOPTERS EC-145,EC45,HLE61,0.86,3.6,634,634,136.0,False,False,-3.5,53.1,EGCK,,2025-06-14,4.1
43c8cc:2025-06-17T07:12:53Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.13,1.0,627,586,263.0,False,False,-3.8,53.15,,EGOV,2025-06-14,0.4
43c8cc:2025-06-17T07:12:53Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,1.62,11.4,549,207,210.0,True,False,-3.688,53.138,,EGOV,2025-06-14,4.9
43c8cc:2025-06-17T07:12:53Z,W1_Snowdonia,mil_state,ZM325,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,1.36,11.0,504,307,265.0,True,False,-3.54,53.08,,EGOV,2025-06-14,17.4
43c923:2025-06-17T07:00:38Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.98,11.7,274,274,238.0,True,True,-3.85,53.15,EGOV,EGOV,2025-06-14,47.8
43c923:2025-06-17T07:00:38Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,1.62,12.2,358,248,238.0,True,True,-3.575,53.083,EGOV,EGOV,2025-06-14,68.8
43c8e9:2025-06-16T22:17:52Z,W1_Snowdonia,rotorcraft,ZM515,AIRBUS HELICOPTERS EC-135/635,EC35,SYS71,2.03,6.1,413,312,110.0,False,False,-3.258,52.758,EGOS,EGOS,2025-06-14,37.6
43c8e9:2025-06-16T22:17:52Z,W1_Snowdonia,rotorcraft,ZM515,AIRBUS HELICOPTERS EC-135/635,EC35,SYS71,2.08,7.1,437,160,114.0,False,False,-3.25,52.837,EGOS,EGOS,2025-06-14,37.8
406ddb:2025-06-16T18:25:13Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,6.33,10.0,222,222,56.0,False,False,-3.26,53.35,,EGCK,2025-06-14,0.7
406ddb:2025-06-16T18:25:13Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,12.25,29.2,222,222,56.0,True,False,-3.266,53.323,,EGCK,2025-06-14,2.6
406ddb:2025-06-16T18:25:13Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,0.38,1.3,547,547,118.0,True,False,-3.55,53.3,,EGCK,2025-06-14,19.7
406ddb:2025-06-16T17:31:22Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,26.92,29.3,215,215,39.0,True,False,-3.256,53.362,EGCK,,2025-06-14,2.2
402c68:2025-06-16T17:17:09Z,W1_Snowdonia,civ_ga,G-BOYV,PIPER PA-28R-201T,P28S,GBOYV,0.48,2.2,629,629,131.0,False,False,-3.3,53.15,,EGGP,2025-06-14,5.8
406ddb:2025-06-16T15:21:17Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,3.59,10.3,557,322,74.0,True,False,-4.35,52.95,EGCK,,2025-06-14,14.5
406ddb:2025-06-16T15:21:17Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRD936,0.37,1.0,600,600,106.0,True,False,-4.2,52.95,EGCK,,2025-06-14,7.5
406f2d:2025-06-16T14:42:42Z,W1_Snowdonia,rotorcraft,G-MCGZ,SIKORSKY S-92 Helibus,S92,SRD924,0.41,1.6,572,572,120.0,False,False,-4.0,52.9,EGCK,EGHQ,2025-06-14,33.5
43c923:2025-06-16T13:42:12Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.25,2.0,677,677,262.0,False,False,-3.85,52.85,,,2025-06-14,0.6
43c92c:2025-06-16T13:33:02Z,W1_Snowdonia,rotorcraft,ZM498,AIRBUS HELICOPTERS EC-145,EC45,WWIND206,4.41,27.6,261,22,3.0,False,False,-4.636,53.4,EGOV,,2025-06-14,0.4
406f2d:2025-06-16T13:14:04Z,W1_Snowdonia,rotorcraft,G-MCGZ,SIKORSKY S-92 Helibus,S92,SRD924,0.16,0.7,693,693,142.0,True,False,-4.0,52.9,EGHQ,EGCK,2025-06-14,31.6
43c923:2025-06-16T12:35:46Z,W1_Snowdonia,mil_state,ZM342,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT2,0.04,0.3,223,223,225.0,False,False,-3.8,52.85,,,2025-06-14,0.2
43c8d0:2025-06-16T12:28:54Z,W1_Snowdonia,mil_state,ZM329,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT01,0.3,2.4,517,451,254.0,True,True,-3.85,52.85,EGOV,EGOV,2025-06-14,65.0
43c8cb:2025-06-16T12:10:50Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.43,13.5,365,226,258.0,True,False,-3.8,53.0,EGOV,EGOV,2025-06-14,56.9
43c8cb:2025-06-16T12:10:50Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.87,6.8,610,340,262.0,True,False,-3.529,53.086,EGOV,EGOV,2025-06-14,70.4
43c8cb:2025-06-16T12:10:50Z,W1_Snowdonia,mil_state,ZM324,BEECHCRAFT T-6 Texan 2,TEX2,VYT81,0.29,2.0,541,541,235.0,True,False,-4.05,52.9,EGOV,EGOV,2025-06-14,49.1
43c8d4:2025-06-16T10:05:12Z,W1_Snowdonia,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,SCPTR1,0.32,2.5,522,415,252.0,False,False,-3.74,52.75,EGYD,EGVN,2025-06-14,184.2
43c8d4:2025-06-16T10:05:12Z,W1_Snowdonia,mil_state,ZM333,EMBRAER EMB-500 Phenom 100,E50P,SCPTR1,1.68,10.3,506,346,254.0,False,False,-3.764,52.957,EGYD,EGVN,2025-06-14,200.9
407ee4:2025-06-16T07:50:07Z,W1_Snowdonia,rotorcraft,G-TJPK,AGUSTA AW-109 Grand,A109,GTJPK,0.55,1.1,624,606,111.0,False,False,-3.25,53.275,,,2025-06-14,0.4
400ccd:2025-06-15T16:41:01Z,W1_Snowdonia,rotorcraft,G-GSPY,ROBINSON R-44 Raven,R44,GGSPY,1.66,6.1,599,542,90.0,False,False,-3.425,52.75,,,2025-06-14,3.3
406ddb:2025-06-15T15:43:53Z,W1_Snowdonia,rotorcraft,G-MCGJ,SIKORSKY S-92 Helibus,S92,SRG936,1.07,30.5,472,142,1.0,False,False,-4.4,53.15,,EGCK,2025-06-14,8.2
4071aa:2025-06-15T15:42:49Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,0.43,1.3,615,615,111.0,True,False,-3.3,52.85,,,2025-06-14,11.5
4071aa:2025-06-15T15:42:49Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,0.98,3.5,623,566,112.0,True,False,-3.283,52.867,,,2025-06-14,9.3
4076d0:2025-06-15T14:39:10Z,W1_Snowdonia,rotorcraft,G-OGEZ,ROBINSON R-44 Raven,R44,GOGEZ,0.72,2.5,463,463,117.0,False,False,-3.25,53.1,,,2025-06-14,38.8
43c8d2:2025-06-14T14:02:41Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.13,0.9,374,374,238.0,False,False,-3.25,52.65,EGUB,EGOV,2025-06-14,106.2
43c8d2:2025-06-14T14:02:41Z,W1_Snowdonia,mil_state,ZM331,BEECHCRAFT T-6 Texan 2,TEX2,SWIFT1,0.19,1.3,389,389,238.0,False,False,-3.45,52.65,EGUB,EGOV,2025-06-14,99.0
4071aa:2025-06-14T12:32:01Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,0.89,3.8,674,674,131.0,False,False,-3.3,52.8,,,2025-06-14,4.6
4071aa:2025-06-14T11:27:23Z,W1_Snowdonia,rotorcraft,G-WENU,AIRBUS HELICOPTERS EC-145,EC45,HLE59,0.92,4.2,598,568,119.0,False,False,-3.25,52.65,,,2025-06-14,2.5
