flight_id,area,day,reg,type,callsign,dur_s,mean_qnh_ft,band_ft,sq7000_frac
408084:2026-04-11T08:35:15Z,shropshire,2026-04-11,G-CMTG,P28A,GCMTG,241.6,3056.7,150.0,1.0
4045be:2026-04-15T17:03:37Z,shropshire,2026-04-15,G-CBAN,BDOG,GCBAN,196.0,1982.6,75.0,0.0
40794f:2026-04-15T12:36:55Z,shropshire,2026-04-15,G-FITC,PC12,GFITC,280.1,22856.7,75.0,0.0
400ea7:2026-04-15T12:32:41Z,shropshire,2026-04-15,G-BYXJ,G115,UAY93,171.8,1856.9,125.0,0.0
400ea7:2026-04-15T10:46:20Z,shropshire,2026-04-15,G-BYXJ,G115,UAY93,289.2,4031.2,150.0,0.0
400ea7:2026-04-15T10:05:23Z,shropshire,2026-04-15,G-BYXJ,G115,UAY93,139.8,2635.0,150.0,0.0
400ea7:2026-04-15T09:15:37Z,shropshire,2026-04-15,G-BYXJ,G115,UAY93,174.2,2105.8,150.0,0.0
40218e:2026-04-22T10:39:30Z,shropshire,2026-04-22,G-GSYL,P28U,GGSYL,208.4,4624.7,75.0,1.0
400e94:2026-04-22T09:45:54Z,shropshire,2026-04-22,G-BYWR,G115,UAY80,184.4,4207.8,125.0,0.0
4cae89:2026-04-22T09:26:13Z,shropshire,2026-04-22,EI-RYN,TWEN,EIRYN,177.5,10341.1,0.0,0.0
408084:2026-05-03T16:09:28Z,shropshire,2026-05-03,G-CMTG,P28A,GCMTG,141.5,2255.1,100.0,1.0
408084:2026-05-03T11:52:59Z,shropshire,2026-05-03,G-CMTG,P28A,GCMTG,166.2,2569.3,100.0,1.0
402fff:2026-05-09T14:42:50Z,shropshire,2026-05-09,G-BRPV,C152,GBRPV,172.2,2586.5,150.0,0.0
402fff:2026-05-09T14:42:50Z,shropshire,2026-05-09,G-BRPV,C152,GBRPV,140.5,2508.1,150.0,0.48
401c9b:2026-05-09T11:00:37Z,shropshire,2026-05-09,G-BEUX,C172,GBEUX,143.3,2313.6,100.0,1.0
4031ae:2026-05-09T07:55:33Z,shropshire,2026-05-09,G-BSED,PA22,GBSED,298.1,3104.4,100.0,1.0
4082d5:2026-05-16T15:02:04Z,shropshire,2026-05-16,,,GCOSM,138.1,2182.4,150.0,1.0
4082d5:2026-05-16T15:02:04Z,shropshire,2026-05-16,,,GCOSM,125.5,1853.6,150.0,1.0
4082d5:2026-05-16T15:02:04Z,shropshire,2026-05-16,,,GCOSM,274.1,1750.5,150.0,1.0
400eb1:2026-05-16T14:31:41Z,shropshire,2026-05-16,G-BYXX,G115,UAY81,135.8,3157.7,100.0,1.0
400ebb:2026-05-16T13:56:11Z,shropshire,2026-05-16,G-BYWF,G115,UAY10,195.7,3764.8,150.0,1.0
402c7a:2026-05-16T12:34:29Z,shropshire,2026-05-16,G-BPBK,C152,GBPBK,170.8,2436.9,125.0,1.0
400eb1:2026-05-16T10:25:43Z,shropshire,2026-05-16,G-BYXX,G115,UAY88,298.4,1495.6,150.0,1.0
400ea0:2026-05-16T10:06:36Z,shropshire,2026-05-16,G-BYXC,G115,UAY81,130.0,2318.5,150.0,1.0
400eb1:2026-05-16T08:45:11Z,shropshire,2026-05-16,G-BYXX,G115,UAY15,183.4,1641.9,150.0,1.0
4066a1:2026-05-20T14:55:38Z,shropshire,2026-05-20,G-UFOE,G115,GUFOE,221.0,2677.7,100.0,1.0
408084:2026-05-28T16:12:30Z,shropshire,2026-05-28,G-CMTG,P28A,GCMTG,149.6,2494.4,125.0,1.0
403bc5:2026-05-28T13:54:31Z,shropshire,2026-05-28,G-LORR,P28A,GLORR,307.4,3163.4,125.0,0.0
402002:2026-05-28T12:12:47Z,shropshire,2026-05-28,G-WACU,C152,GWACU,256.1,2926.2,50.0,0.0
406792:2026-05-28T11:27:06Z,shropshire,2026-05-28,G-RVAH,RV7,GRVAH,211.0,3608.3,75.0,0.87
403bc5:2026-05-28T09:09:02Z,shropshire,2026-05-28,G-LORR,P28A,GLORR,442.6,3121.7,125.0,0.0
402183:2026-06-03T10:33:20Z,shropshire,2026-06-03,G-FOZO,C150,GFOZO,155.7,1775.4,100.0,1.0
424b12:2026-06-03T06:51:17Z,shropshire,2026-06-03,M-CDBM,BE20,VSB01,231.2,22648.4,25.0,0.0
408084:2026-06-07T16:23:52Z,shropshire,2026-06-07,G-CMTG,P28A,GCMTG,266.8,3157.0,150.0,1.0
408084:2026-06-07T16:23:52Z,shropshire,2026-06-07,G-CMTG,P28A,GCMTG,185.4,3263.8,75.0,1.0
402632:2026-06-07T13:33:53Z,shropshire,2026-06-07,G-BMGB,P28R,GBMGB,173.1,3203.8,50.0,0.18
401df4:2026-06-07T12:21:02Z,shropshire,2026-06-07,G-BGVV,AA5,GBGVV,291.4,2079.4,125.0,1.0
401df4:2026-06-07T12:21:02Z,shropshire,2026-06-07,G-BGVV,AA5,GBGVV,244.2,1924.8,150.0,1.0
404a30:2026-06-13T16:59:09Z,shropshire,2026-06-13,G-KEVX,JAB4,GKEVX,574.7,2652.1,125.0,0.08
401c9b:2026-06-13T16:48:09Z,shropshire,2026-06-13,G-BEUX,C172,GBEUX,187.1,2147.8,100.0,1.0
4050d2:2026-06-13T14:23:25Z,shropshire,2026-06-13,G-WSSX,C42,GWSSX,186.8,3293.1,150.0,1.0
3d5ea4:2026-06-13T11:18:26Z,shropshire,2026-06-13,D-FICA,PC6T,DFICA,534.6,3491.0,50.0,1.0
4045be:2026-06-13T10:02:34Z,shropshire,2026-06-13,G-CBAN,BDOG,GCBAN,184.2,2026.5,150.0,0.64
40497e:2026-06-13T07:21:05Z,shropshire,2026-06-13,G-CCFO,PTS1,GEJMK,237.9,2466.2,150.0,1.0
4031ae:2026-06-17T14:24:53Z,shropshire,2026-06-17,G-BSED,PA22,GBSED,398.1,2621.0,100.0,0.0
4040ba:2026-06-17T14:09:23Z,shropshire,2026-06-17,G-FLOR,EUPA,GFLOR,324.3,2142.5,100.0,0.0
401c9b:2026-06-20T19:24:53Z,shropshire,2026-06-20,G-BEUX,C172,GBEUX,126.0,2894.2,100.0,1.0
402002:2026-06-20T15:55:10Z,shropshire,2026-06-20,G-WACU,C152,GWACU,394.1,2467.2,100.0,1.0
408084:2026-06-20T14:53:09Z,shropshire,2026-06-20,G-CMTG,P28A,GCMTG,330.1,3730.9,75.0,1.0
a809a8:2026-06-20T14:42:40Z,shropshire,2026-06-20,N617KH,S22T,N617KH,238.5,1886.5,150.0,1.0
4082d5:2026-06-20T14:39:50Z,shropshire,2026-06-20,,,GCOSM,232.9,2061.8,150.0,1.0
4082d5:2026-06-20T14:39:50Z,shropshire,2026-06-20,,,GCOSM,366.4,2247.4,150.0,1.0
408303:2026-06-20T14:14:20Z,shropshire,2026-06-20,G-CNAX,SIRA,GCNAX,150.9,3288.6,150.0,1.0
408084:2026-06-20T13:43:02Z,shropshire,2026-06-20,G-CMTG,P28A,GCMTG,223.5,4290.3,150.0,1.0
408084:2026-06-20T13:43:02Z,shropshire,2026-06-20,G-CMTG,P28A,GCMTG,129.2,3640.4,50.0,1.0
4040f3:2026-06-20T13:25:12Z,shropshire,2026-06-20,G-EDGI,P28A,GEDGI,121.9,3023.3,100.0,1.0
407772:2026-06-20T12:38:32Z,shropshire,2026-06-20,G-IGET,SKRA,GIGET,342.3,2423.7,150.0,1.0
4020e5:2026-06-20T11:18:03Z,shropshire,2026-06-20,G-BLLO,PA18,GBLLO,130.1,2028.2,125.0,1.0
402fff:2026-06-20T11:13:28Z,shropshire,2026-06-20,G-BRPV,C152,GBRPV,522.3,2974.4,100.0,1.0
406326:2026-06-20T11:08:59Z,shropshire,2026-06-20,G-JKEL,RV7,GJKEL,203.6,2473.8,50.0,1.0
a19d5e:2026-06-20T09:56:06Z,shropshire,2026-06-20,N203CD,SR20,N203CD,262.5,2279.4,100.0,1.0
402771:2026-06-20T09:46:01Z,shropshire,2026-06-20,G-OBMS,,GOBMS,160.9,2241.5,100.0,1.0
400ad4:2026-06-20T07:48:00Z,shropshire,2026-06-20,G-RVIX,RV9,GRVIX,164.2,3446.2,100.0,1.0
401c9b:2026-06-25T12:40:39Z,shropshire,2026-06-25,G-BEUX,C172,GBEUX,163.5,2062.7,100.0,0.0
401c9b:2026-06-25T12:40:39Z,shropshire,2026-06-25,G-BEUX,C172,GBEUX,168.3,2633.3,100.0,1.0
407ffd:2026-07-04T18:54:08Z,shropshire,2026-07-04,G-TUGD,EFOX,GTUGD,179.8,1961.5,75.0,1.0
4082d5:2026-07-04T18:07:44Z,shropshire,2026-07-04,,,GCOSM,186.8,2693.4,150.0,1.0
4082d5:2026-07-04T18:07:44Z,shropshire,2026-07-04,,,GCOSM,332.2,2735.1,150.0,1.0
4050d2:2026-07-04T17:02:51Z,shropshire,2026-07-04,G-WSSX,C42,GWSSX,201.2,1534.8,100.0,1.0
4082d5:2026-07-04T16:25:38Z,shropshire,2026-07-04,,,GCOSM,302.5,2558.2,150.0,1.0
4082d5:2026-07-04T16:25:38Z,shropshire,2026-07-04,,,GCOSM,146.0,2455.1,150.0,1.0
4082d5:2026-07-04T16:25:38Z,shropshire,2026-07-04,,,GCOSM,405.3,2331.3,150.0,1.0
4082d5:2026-07-08T16:10:39Z,shropshire,2026-07-08,,,GCOSM,142.4,3103.5,150.0,1.0
408303:2026-07-08T15:28:54Z,shropshire,2026-07-08,G-CNAX,SIRA,GCNAX,175.9,3979.8,50.0,0.0
407092:2026-07-08T13:14:48Z,shropshire,2026-07-08,G-DANP,RV7,GDANP,121.9,2289.4,125.0,1.0
401c9b:2026-07-08T11:48:09Z,shropshire,2026-07-08,G-BEUX,C172,GBEUX,146.2,2392.7,100.0,1.0
400eb1:2026-07-08T11:33:33Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,357.4,3669.8,150.0,0.0
400ea6:2026-07-08T11:27:47Z,shropshire,2026-07-08,G-BYXI,G115,UAY17,129.8,2756.1,150.0,0.64
405eb5:2026-07-08T11:18:54Z,shropshire,2026-07-08,G-SPCZ,CRUZ,GSPCZ,120.9,2258.2,125.0,1.0
400eb1:2026-07-08T10:50:26Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,228.7,3388.4,150.0,0.0
400eb1:2026-07-08T10:04:40Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,299.7,3614.3,125.0,0.0
400eb1:2026-07-08T10:04:40Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,149.9,3683.0,150.0,0.0
400eb1:2026-07-08T10:04:40Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,258.6,3597.5,150.0,0.0
400eb1:2026-07-08T09:22:02Z,shropshire,2026-07-08,G-BYXX,G115,UAY93,206.1,3804.7,150.0,0.0
402b62:2026-07-11T17:01:46Z,shropshire,2026-07-11,G-BOSE,P28A,GBOSE,377.1,4807.6,125.0,0.07
407205:2026-07-11T16:54:18Z,shropshire,2026-07-11,G-CJOM,EFOX,GCJOM,215.6,4990.5,50.0,1.0
4080ab:2026-07-11T16:40:25Z,shropshire,2026-07-11,G-CMTD,EFOX,GCMTD,148.2,4993.4,150.0,1.0
408077:2026-07-11T16:37:36Z,shropshire,2026-07-11,G-GFUN,EFOX,GGFUN,163.9,5054.6,25.0,1.0
a90767:2026-07-11T15:41:16Z,shropshire,2026-07-11,N681EW,C182,N681EW,184.1,3256.6,25.0,1.0
403f6a:2026-07-11T15:40:58Z,shropshire,2026-07-11,G-RVET,RV6,GRVET,153.0,2382.7,25.0,1.0
401b65:2026-07-11T11:10:34Z,shropshire,2026-07-11,G-BCGS,P28R,GBCGS,120.8,1854.8,150.0,0.0
aa3b8b:2026-07-11T10:55:09Z,shropshire,2026-07-11,N759AU,C182,N759AU,123.2,5429.0,150.0,1.0
404363:2026-07-11T09:45:43Z,shropshire,2026-07-11,G-BZMB,P28R,GBZMB,326.3,2421.5,100.0,1.0
402c19:2026-07-11T09:32:28Z,shropshire,2026-07-11,G-BRDD,CP10,GBRDD,195.2,2888.5,75.0,1.0
401aee:2026-07-11T09:06:56Z,shropshire,2026-07-11,G-BBMO,DHC1,GBBMO,398.6,2325.1,100.0,1.0
401a35:2026-07-11T08:57:31Z,shropshire,2026-07-11,G-BASJ,P28A,GBASJ,185.8,3595.9,50.0,0.0
408243:2026-07-11T08:02:09Z,shropshire,2026-07-11,G-CXDE,EFOX,GCXDE,222.3,2181.9,75.0,1.0
404854:2026-07-11T07:39:06Z,shropshire,2026-07-11,G-GYAT,GY80,GGYAT,225.2,3189.5,25.0,1.0
407ae3:2026-07-11T07:23:15Z,shropshire,2026-07-11,G-VXXY,AP32,GVXXY,166.5,2545.4,100.0,1.0
4031bc:2026-07-15T13:58:18Z,shropshire,2026-07-15,G-BSDP,C152,GBSDP,121.7,4102.3,150.0,0.0
40218e:2026-07-15T12:43:09Z,shropshire,2026-07-15,G-GSYL,P28U,GGSYL,124.5,2318.1,125.0,1.0
401382:2026-07-15T12:40:09Z,shropshire,2026-07-15,G-SHMI,EV97,GSHMI,242.2,4272.1,75.0,0.0
400ea0:2026-07-15T10:57:35Z,shropshire,2026-07-15,G-BYXC,G115,UAY83,122.6,2330.6,150.0,0.0
407e3a:2026-07-15T09:55:20Z,shropshire,2026-07-15,G-SOLE,C25M,VCG1LE,173.4,19334.9,0.0,0.0
400ea6:2026-07-15T08:48:21Z,shropshire,2026-07-15,G-BYXI,G115,UAY10,570.3,5175.3,150.0,0.0
402002:2026-07-22T14:27:18Z,shropshire,2026-07-22,G-WACU,C152,GWACU,323.5,2634.1,75.0,1.0
404385:2026-07-22T14:00:02Z,shropshire,2026-07-22,G-BZGY,CR10,GBZGY,193.3,2928.4,150.0,1.0
402bf6:2026-07-22T10:30:28Z,shropshire,2026-07-22,G-LBRC,P28T,GLBRC,382.8,2632.4,75.0,0.0
408084:2026-07-22T09:55:41Z,shropshire,2026-07-22,G-CMTG,P28A,GCMTG,444.8,1993.6,125.0,1.0
400ea0:2026-07-22T09:41:59Z,shropshire,2026-07-22,G-BYXC,G115,UAY81,146.0,2518.8,75.0,0.0
400ea0:2026-07-22T09:41:59Z,shropshire,2026-07-22,G-BYXC,G115,UAY81,222.7,2719.9,150.0,0.0
40264a:2026-07-28T15:37:18Z,shropshire,2026-07-28,G-LARK,ZZZZ,GLARK,176.1,2436.7,150.0,0.52
40264a:2026-07-28T15:37:18Z,shropshire,2026-07-28,G-LARK,ZZZZ,GLARK,160.5,2665.0,150.0,0.0
40264a:2026-07-28T15:37:18Z,shropshire,2026-07-28,G-LARK,ZZZZ,GLARK,220.4,2770.3,150.0,0.0
400ea0:2026-07-28T15:17:15Z,shropshire,2026-07-28,G-BYXC,G115,UAY93,203.9,3634.0,150.0,0.0
400ea0:2026-07-28T15:17:15Z,shropshire,2026-07-28,G-BYXC,G115,UAY93,132.5,4364.2,125.0,0.0
400ecc:2026-07-28T15:14:24Z,shropshire,2026-07-28,G-BYUH,G115,UAY10,296.0,6206.6,150.0,0.0
400ecc:2026-07-28T15:14:24Z,shropshire,2026-07-28,G-BYUH,G115,UAY10,201.1,6010.4,50.0,0.0
400ecc:2026-07-28T15:14:24Z,shropshire,2026-07-28,G-BYUH,G115,UAY10,297.1,6181.8,150.0,0.0
400ecc:2026-07-28T13:14:50Z,shropshire,2026-07-28,G-BYUH,G115,UAY10,136.7,3541.4,150.0,0.0
401c9b:2026-07-28T12:37:56Z,shropshire,2026-07-28,G-BEUX,C172,GBEUX,163.3,3153.2,100.0,1.0
406dab:2026-07-28T12:31:33Z,shropshire,2026-07-28,G-SPRX,RV4,GSPRX,231.4,2634.1,125.0,0.0
400ecc:2026-07-28T11:51:20Z,shropshire,2026-07-28,G-BYUH,G115,UAY10,130.5,3238.4,150.0,0.0
403fa5:2026-07-28T11:04:53Z,shropshire,2026-07-28,G-RADI,P28A,GRADI,272.1,2926.9,100.0,0.0
403fa5:2026-07-28T11:04:53Z,shropshire,2026-07-28,G-RADI,P28A,GRADI,121.5,2879.9,50.0,0.0
