flight_id,barrier,group,icao_type,registration,callsign,start_airport,start_elev,end_airport,end_elev,date,crest_clearance_ft,crest_lat,crest_lon,crest_terr_ft,terr_max_ft,alt20_msl_ft,max_msl_over_ft,counterfactual_ft,class,climb_start_km_before,chord_km,in_km,n_sub,sl_terr_max_ft,act_terr_dem_ft,ap_start_km,ap_end_km,d_pre_km,day_traffic
407501:2025-01-30T13:55:55Z,CAMB,trap,SR22,G-KYLA,GKYLA,EGBP,433.0,EGBP,433.0,2025-01-30,4606.1,52.4354,-3.4341,1769.3,1769.3,6374.0,6376.0,4604.7,pre-planned high,,46.3,60.4,1,1807.9,1741.4,100.3,103.9,283.0,13
4077b9:2025-01-30T13:53:04Z,CAMB,trap,RV14,G-STRV,GSTRV,EGFH,299.0,EGCV,275.0,2025-01-30,4060.4,52.2379,-3.5496,1908.9,1908.9,5980.3,5973.4,4071.4,pre-planned high,,38.2,38.2,1,2150.1,2150.1,58.9,40.0,66.7,13
4077b9:2025-01-30T10:53:36Z,CAMB,trap,RV14,G-STRV,GSTRV,EGCV,275.0,EGFE,159.0,2025-01-30,4712.8,52.5264,-3.31,669.2,1801.3,5048.7,6574.6,3247.4,pre-planned high,,58.2,58.2,1,2764.6,2764.6,37.6,78.9,49.0,13
403bc5:2025-03-15T10:10:52Z,CAMB,trap,P28A,G-LORR,GLORR,EGCV,275.0,EGFP,15.0,2025-03-15,2120.4,52.4513,-3.4087,1678.8,1766.6,5966.1,6674.4,4199.5,pre-planned high,,55.0,55.2,1,2764.6,2764.6,39.2,54.7,58.1,11
4077c5:2025-04-03T11:02:20Z,CAMB,trap,BE33,G-EEWA,GEEWA,EGHJ,53.0,EGCK,1.0,2025-04-03,3475.8,52.4334,-3.3106,1569.0,1569.0,5042.2,5097.8,3473.2,pre-planned high,,40.4,40.4,1,1877.8,1877.8,225.3,51.6,261.5,6
4077c5:2025-04-01T13:35:02Z,CAMB,trap,BE33,G-EEWA,GEEWA,EGCK,1.0,EGHJ,53.0,2025-04-01,3410.6,52.5551,-3.6803,1677.4,1677.4,5266.9,5251.6,3589.5,pre-planned high,,61.9,61.9,1,2255.9,2310.3,51.7,224.7,56.8,15
40216d:2025-04-01T13:20:51Z,CAMB,trap,P28A,G-CLEA,GCLEA,EGCK,1.0,EGBP,433.0,2025-04-01,2335.9,52.5358,-3.5046,1269.1,1516.7,4265.6,4363.6,2748.9,pre-planned high,,42.2,42.5,1,2098.6,2098.6,51.6,99.2,73.1,15
407d4a:2025-04-27T15:56:36Z,CAMB,trap,RV8,G-PWII,GPWII,EGFP,15.0,EGCV,275.0,2025-04-27,2093.6,52.2403,-3.5491,1915.3,1915.3,4033.4,4175.3,2118.1,pre-planned high,,39.9,39.9,1,2150.1,2150.1,54.7,40.0,69.6,7
404df5:2025-04-26T10:40:12Z,CAMB,trap,RV8,G-SOUT,GSOUT,EGCV,275.0,EGFP,15.0,2025-04-26,4615.4,52.4329,-3.3105,1313.5,1586.4,5450.0,6309.8,3863.6,pre-planned high,,41.5,41.8,4,2479.3,2479.3,36.7,54.2,20.8,5
c0607d:2025-04-24T17:13:45Z,CAMB,trap,SC7,C-GKOA,CGKOA,EGBJ,101.0,EGVN,288.0,2025-04-24,2386.7,52.6764,-3.6152,1644.5,1644.5,3977.9,4184.4,2333.4,pre-planned high,,28.4,28.5,2,1673.8,1673.8,83.2,124.1,111.8,12
a7dc8f:2025-05-16T06:30:10Z,CAMB,trap,BE55,N60526,N60526,EGTR,332.0,EIWT,150.0,2025-05-16,3598.1,52.6828,-3.9299,2145.1,2145.1,5610.8,5756.5,3465.7,pre-planned high,,48.9,49.0,1,3521.5,3521.5,212.2,184.4,225.2,15
402ba3:2025-05-15T13:53:49Z,CAMB,trap,C182,G-BOTH,GBOTH,EGJB,336.0,EGNH,34.0,2025-05-15,4079.1,52.6769,-3.578,1320.9,1589.4,5566.7,5880.0,3977.2,pre-planned high,,61.1,61.5,5,2479.3,2678.5,306.4,120.7,244.8,11
4037df:2025-05-15T10:27:51Z,CAMB,trap,RV6,G-VANZ,GVANZ,EGCV,275.0,EGCV,275.0,2025-05-15,1899.9,52.447,-3.3524,1241.8,1241.8,2601.0,3269.8,1359.2,pre-planned high,,39.0,40.9,1,1807.9,1807.9,38.9,38.2,85.0,11
40465e:2025-05-15T09:41:55Z,CAMB,trap,RV6,G-GDRV,GGDRV,EGCK,1.0,EGBJ,101.0,2025-05-15,4348.6,52.6635,-3.6245,1534.2,1534.2,5886.1,5883.3,4351.9,pre-planned high,,36.2,36.2,1,1652.2,1652.2,51.7,82.0,72.4,11
40198a:2025-05-14T15:47:41Z,CAMB,trap,C77R,G-AZTF,GAZTF,EGBD,175.0,EGFE,159.0,2025-05-14,3009.2,52.1572,-3.6628,1490.9,1490.9,4512.5,4515.0,3021.6,pre-planned high,,25.5,25.5,1,2045.0,1729.4,115.0,76.0,151.1,16
403bc5:2025-05-13T15:31:00Z,CAMB,trap,P28A,G-LORR,GLORR,EGCV,275.0,EGCV,275.0,2025-05-13,3239.7,52.6366,-3.3034,938.7,1373.1,4069.8,5091.1,2696.6,pre-planned high,,43.8,45.2,1,1902.4,1902.4,39.6,37.2,47.1,5
406ca1:2025-07-16T13:01:26Z,CAMB,trap,RV10,G-TOPP,GTOPP,EGBG,469.0,EGBT,448.0,2025-07-16,3361.5,52.5688,-3.5951,1445.8,1590.9,5015.2,5011.4,3424.3,pre-planned high,,47.8,47.8,1,2255.9,2255.9,152.3,152.0,325.4,15
4046c4:2025-10-08T10:53:40Z,CAMB,trap,RV7,G-RVEM,GRVEM,EGCK,1.0,EGBT,448.0,2025-10-08,3813.0,52.4544,-3.303,1591.3,1591.3,5417.6,5412.4,3826.4,pre-planned high,,32.8,33.0,1,1673.8,1673.8,51.6,152.1,74.0,9
408259:2025-10-28T14:41:27Z,CAMB,trap,PA34,G-HUWW,GHUWW,EGBJ,101.0,EGBJ,101.0,2025-10-28,1922.9,52.1764,-3.3677,1368.7,1368.7,3179.4,3309.0,1810.7,pre-planned high,,35.6,37.6,1,1807.9,1533.2,82.9,83.2,126.7,4
4050c0:2026-03-04T16:41:57Z,CAMB,trap,P28A,G-CIFY,GCIFY,EGCK,1.0,EGBJ,101.0,2026-03-04,5089.8,52.6821,-3.5581,1310.2,1310.2,4281.8,6406.9,2971.7,pre-planned high,,25.7,25.7,2,1673.8,1673.8,51.6,82.3,22.3,9
4050c0:2026-03-04T14:34:53Z,CAMB,trap,P28A,G-CIFY,GCIFY,EGBJ,101.0,EGCK,1.0,2026-03-04,4785.2,52.6861,-3.5841,1600.9,1600.9,6406.5,6399.7,4805.6,pre-planned high,,28.1,28.1,2,1673.8,1673.8,82.9,51.7,108.5,9
407bae:2026-03-23T08:55:52Z,CAMB,trap,RV9,G-CMDM,GCMDM,EGCK,1.0,EGBS,318.0,2026-03-23,3075.8,52.6785,-3.6132,1651.1,1651.1,4742.9,4747.5,3091.8,pre-planned high,,32.1,32.1,2,1673.8,1673.8,51.6,26.2,70.0,14
407bae:2026-04-19T07:53:36Z,CAMB,trap,RV9,G-CMDM,GCMDM,EGCK,1.0,EGTW,250.0,2026-04-19,4617.8,52.4404,-3.3109,1537.6,1537.6,6157.8,6157.0,4620.2,pre-planned high,,39.0,39.0,1,1652.2,1674.9,51.7,105.9,64.1,13
4cae08:2026-05-10T13:53:43Z,CAMB,trap,C210,EI-BUF,EIBUF,EGLD,249.0,EIAB,195.0,2026-05-10,5248.9,52.3334,-3.7491,1789.1,1789.1,7031.6,7039.0,5242.6,pre-planned high,,43.4,43.6,2,2764.6,2764.6,203.0,263.9,215.8,7
4080c9:2026-05-25T13:37:45Z,CAMB,trap,DA62,G-ZEAB,BRO61,EGNR,45.0,EGTK,270.0,2026-05-25,1997.0,52.4584,-3.3353,1524.3,1524.3,3521.2,3521.4,1996.9,pre-planned high,,59.6,59.7,1,1807.9,1533.2,57.9,140.4,59.1,16
4050c0:2026-06-21T08:51:33Z,CAMB,trap,P28A,G-CIFY,GCIFY,EGBJ,101.0,EGCK,1.0,2026-06-21,4027.8,52.6655,-3.6651,1419.5,1448.5,5476.1,5546.8,4027.7,pre-planned high,,38.7,38.7,1,2098.6,2098.6,82.8,51.7,100.8,21
40694b:2026-07-11T12:23:40Z,CAMB,trap,C42,G-CHVY,GCHVY,EGCK,1.0,EGBS,318.0,2026-07-11,2576.6,52.5962,-3.4825,1191.8,1317.8,4373.1,4275.0,3055.3,pre-planned high,,34.5,34.9,5,1673.8,1673.8,51.6,29.7,22.0,12
3ff4d3:2026-07-10T08:55:32Z,CAMB,trap,DAL4,D-MMDF,DMSJR,EGFH,299.0,EGCV,275.0,2026-07-10,2132.2,52.2592,-3.447,1425.2,1425.2,3774.8,3628.7,2349.6,pre-planned high,,30.8,30.8,1,1807.9,1807.9,61.6,36.8,78.2,24
402e3a:2026-07-09T08:28:12Z,CAMB,trap,C172,G-BPVA,GBPVA,EGCB,73.0,EGFE,159.0,2026-07-09,4124.5,52.376,-3.7416,1863.7,1863.7,5371.5,6118.7,3507.8,pre-planned high,,64.0,64.2,2,2776.4,2776.4,103.3,79.6,126.9,14
407a10:2026-07-08T10:27:32Z,CAMB,trap,RV14,G-JGRV,GJGRV,EGCV,275.0,EGFH,299.0,2026-07-08,3791.1,52.233,-3.5016,1699.3,1699.3,5381.3,5492.6,3682.0,pre-planned high,,33.5,33.5,1,2150.1,2150.1,36.9,62.7,60.1,17
406bc9:2026-07-08T09:44:32Z,CAMB,trap,RV6,G-CIFL,GCIFL,EGCB,73.0,EGFH,299.0,2026-07-08,2510.2,52.2132,-3.6334,1887.0,1887.0,4443.8,4521.4,2556.8,pre-planned high,,58.5,58.6,4,2479.3,2479.3,104.9,62.1,115.1,17
4073dd:2026-07-08T09:43:58Z,CAMB,trap,RV6,G-RKID,GRKID,EGCB,73.0,EGFH,299.0,2026-07-08,2408.6,52.2133,-3.6336,1888.2,1888.2,4387.5,4567.6,2499.3,pre-planned high,,57.2,57.3,4,2479.3,2479.3,104.8,61.8,115.9,17
a35a5e:2026-07-30T09:19:35Z,CAMB,trap,M20P,N315L,N315L,EGFF,220.0,EGCK,1.0,2026-07-30,4614.1,52.6899,-3.9119,2498.0,2498.0,7175.1,7183.9,4677.2,pre-planned high,,70.2,70.2,2,3521.5,3521.5,83.8,51.7,95.4,11
4cae40:2026-07-30T08:06:26Z,CAMB,trap,DR40,EI-GRR,EIGRR,EIHH,250.0,EGHR,98.0,2026-07-30,2828.0,52.4194,-3.4373,1855.8,2348.2,6066.9,5892.3,3718.7,pre-planned high,,58.2,58.5,1,3521.5,3521.5,211.7,232.2,219.1,11
4046c4:2025-05-17T15:05:29Z,LAKE,trap,RV7,G-RVEM,GRVEM,EGNH,34.0,EGCB,73.0,2025-05-17,1362.0,54.4529,-3.1673,2725.5,3059.3,5913.3,5983.7,2854.0,pre-planned high,,35.4,36.5,1,2958.8,2958.8,58.8,95.3,92.5,14
402a10:2025-05-16T15:36:10Z,LAKE,trap,P28A,G-BNZZ,GBNZZ,EGCJ,26.0,EGCJ,26.0,2025-05-16,4429.6,54.3124,-2.8842,-143.6,1655.8,6348.5,6575.0,4692.8,pre-planned high,,31.4,60.2,3,2602.1,2690.2,116.2,115.9,144.0,17
400978:2025-06-25T20:42:17Z,LAKE,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,3945.4,54.3917,-3.1225,2518.0,2518.0,6465.0,6464.3,3947.0,pre-planned high,,35.0,35.4,1,2370.2,2370.2,85.0,86.1,110.6,6
400978:2025-06-25T20:42:17Z,LAKE,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,3934.5,54.392,-3.1216,2514.3,2514.3,6450.3,6449.6,3935.9,pre-planned high,,35.0,35.3,1,2370.2,2370.2,85.0,86.1,575.7,6
400978:2025-06-25T20:42:17Z,LAKE,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,3933.8,54.392,-3.1225,2512.9,2512.9,6647.6,6446.9,4134.7,pre-planned high,,32.9,33.2,1,2370.2,2370.2,85.0,86.1,657.0,6
400978:2025-06-25T20:42:17Z,LAKE,trap,BE20,G-FPLD,CLB314,EGNV,120.0,EGNV,120.0,2025-06-25,3899.3,54.3917,-3.1221,2534.9,2534.9,6436.8,6434.5,3901.8,pre-planned high,,35.4,35.9,1,2370.2,2370.2,85.0,86.1,1119.2,6
4071e8:2025-08-10T10:37:47Z,LAKE,trap,SR20,G-LENZ,GLENZ,EGGP,80.0,EGPJ,399.0,2025-08-10,2904.6,54.5435,-2.9204,2076.4,2076.4,5017.2,4985.0,2940.8,pre-planned high,,43.6,43.6,1,2424.3,2424.3,107.6,165.5,109.4,4
400cc3:2025-08-06T06:24:28Z,LAKE,trap,PA24,G-AZWY,GAZWY,EGPK,65.0,EGNE,91.0,2025-08-06,2344.3,54.5631,-3.0153,2651.1,2651.1,5031.4,5522.4,2380.3,pre-planned high,,47.9,48.5,1,2690.2,2690.2,121.3,164.3,132.2,17
4cac97:2025-08-31T10:13:15Z,LAKE,trap,DA62,EI-TCN,VOR09,EGKA,7.0,EGPK,65.0,2025-08-31,5170.6,54.5184,-3.0849,1782.1,1782.1,4776.8,6979.9,2994.8,pre-planned high,,51.6,51.6,1,2503.7,2503.7,423.3,120.6,437.2,3
43ed7d:2025-09-17T14:36:52Z,LAKE,trap,S22T,2-FFLY,2FFLY,EGPG,350.0,EGBB,327.0,2025-09-17,5936.3,54.4673,-2.9165,1895.7,1895.7,7810.9,7837.1,5915.2,pre-planned high,,44.6,44.6,1,2548.4,2548.4,148.1,214.9,157.9,4
401b9a:2025-10-12T10:59:48Z,LAKE,trap,P28A,G-BCRL,GBCRL,EGNV,120.0,EGNV,120.0,2025-10-12,2507.4,54.5848,-3.0052,1592.6,1594.6,4300.0,4400.0,2705.4,pre-planned high,,38.2,39.7,3,2648.0,2690.2,85.5,84.2,27.1,4
43eb3e:2025-10-08T08:53:16Z,LAKE,trap,S22T,2-CYFR,2CYFR,EGNH,34.0,EGPF,26.0,2025-10-08,3604.5,54.5716,-3.2852,2382.3,2382.3,6014.8,6011.0,3632.5,pre-planned high,,34.0,34.0,3,2958.8,2958.8,58.7,148.9,60.8,6
4009ca:2025-11-21T13:41:57Z,LAKE,trap,FA20,G-FRAH,ASPRIN45,EGPK,65.0,EGNV,120.0,2025-11-21,3995.4,54.4812,-2.9971,2225.9,2225.9,6373.7,6425.4,4147.8,pre-planned high,,41.0,45.7,1,2666.9,2650.9,121.2,86.4,139.7,10
4009ca:2025-11-20T14:04:23Z,LAKE,trap,FA20,G-FRAH,ASPRIN44,EGPK,65.0,EGNV,120.0,2025-11-20,3655.8,54.5087,-3.0087,2590.2,2590.2,6286.0,6272.1,3695.8,pre-planned high,,38.0,38.5,1,2690.2,2650.9,122.0,86.3,151.9,4
4016bf:2026-01-03T09:55:15Z,LAKE,trap,C182,G-AVDA,GAVDA,EGPJ,399.0,EGBT,448.0,2026-01-03,1914.1,54.4629,-3.1168,2274.6,2274.6,4200.0,4200.0,1925.4,pre-planned high,,47.3,47.3,3,2666.9,2666.9,164.8,276.0,32.5,4
a8d6bc:2025-12-30T10:15:06Z,LAKE,trap,SR22,N669MA,N669MA,EGNH,34.0,EGNH,34.0,2025-12-30,2194.6,54.4935,-3.2632,1595.7,1595.7,3800.0,3800.0,2204.3,pre-planned high,,33.4,33.4,6,2958.8,2958.8,58.8,58.7,52.3,6
4070f4:2026-01-20T12:16:28Z,LAKE,trap,DA62,G-GBAS,VOR05,EGKA,7.0,EGPK,65.0,2026-01-20,2989.3,54.3667,-3.1363,2361.6,2361.6,4614.5,5374.9,2252.9,pre-planned high,,30.9,32.4,1,2370.2,2370.2,422.9,123.2,434.5,1
a97b80:2026-02-14T09:28:07Z,LAKE,trap,S22T,N71UK,N71UK,EGGP,80.0,EGGP,80.0,2026-02-14,2207.4,54.464,-2.8273,2295.7,2295.7,4502.5,4503.8,2206.8,pre-planned high,,39.5,44.2,1,2602.1,2602.1,107.6,107.6,173.0,29
406b54:2026-02-12T12:35:15Z,LAKE,trap,S22T,G-JRSH,GJRSH,EGBE,267.0,EGPK,65.0,2026-02-12,2307.5,54.5716,-3.2736,2748.3,2748.3,5038.5,5056.7,2290.1,pre-planned high,,38.3,38.3,1,2666.9,2666.9,231.8,119.4,247.0,6
a5d3a6:2026-03-03T10:24:16Z,LAKE,trap,P28R,N47494,N47494,EGNH,34.0,EGPK,65.0,2026-03-03,5240.5,54.5385,-3.1004,1676.2,1676.2,6915.5,6917.1,5239.3,pre-planned high,,51.7,51.7,1,2572.9,2572.9,58.9,119.8,72.4,22
40804b:2026-04-19T08:36:11Z,LAKE,trap,S22T,G-GOMC,GGOMC,EGNH,34.0,EGNH,34.0,2026-04-19,3788.1,54.5627,-3.0199,2211.9,2211.9,3404.5,6000.0,1192.6,pre-planned high,,42.9,43.7,2,2690.2,2690.2,58.8,58.9,23.6,6
4010d5:2026-07-12T13:10:46Z,LAKE,trap,C172,G-BMCI,GBMCI,EGCV,275.0,EGPJ,399.0,2026-07-12,3921.3,54.4678,-2.9369,2499.2,2499.2,6204.6,6423.0,3705.4,pre-planned high,,42.9,43.0,1,2548.4,2548.4,162.0,165.2,174.4,21
402a10:2026-07-09T13:09:59Z,LAKE,trap,P28A,G-BNZZ,GBNZZ,EGCJ,26.0,EGCJ,26.0,2026-07-09,4983.0,54.3606,-3.14,2132.1,2132.1,7093.7,7143.6,4961.6,pre-planned high,,35.0,35.2,2,2370.2,2370.2,115.9,116.1,123.5,14
407bb6:2026-07-09T05:33:33Z,LAKE,trap,EVSS,G-CLZO,GCLZO,EGNU,86.0,EGAD,9.0,2026-07-09,4743.3,54.4482,-3.2236,3086.6,3086.6,7789.4,7865.2,4702.8,pre-planned high,,35.5,35.5,1,2958.8,2958.8,128.5,155.2,134.6,14
402927:2026-07-08T14:32:32Z,LAKE,trap,P28A,G-BNOJ,GBNOJ,EGNH,34.0,EGNH,34.0,2026-07-08,2442.4,54.4695,-2.9268,1953.8,1953.8,3922.7,4520.0,1968.9,pre-planned high,,43.7,44.4,4,2548.4,2424.3,58.8,58.4,64.1,14
40821c:2026-07-08T10:41:50Z,LAKE,control,C172,G-VNEC,GVNEC,EGNM,681.0,EGNM,681.0,2026-07-08,3108.5,54.4663,-2.8318,2285.2,2285.2,5403.0,5398.7,3117.8,pre-planned high,,27.0,29.2,1,2602.1,2602.1,85.8,87.0,150.9,14
403f76:2026-07-30T13:36:00Z,LAKE,trap,PA32,G-BXWP,GBXWP,EGPK,65.0,EGBT,448.0,2026-07-30,3176.8,54.5121,-2.9747,2713.5,2808.8,5938.8,6299.1,3130.1,pre-planned high,,48.4,48.6,1,2690.2,2690.2,121.2,276.2,133.1,7
4083a2:2026-07-29T19:05:23Z,LAKE,control,SR22,G-LUMI,GLUMI,EGPK,65.0,EGKB,598.0,2026-07-29,4295.0,54.6557,-3.1447,2726.2,2726.2,7020.9,7047.7,4294.7,pre-planned high,,38.8,38.9,1,2690.2,2690.2,121.4,382.5,133.9,10
4083a2:2026-07-29T14:05:24Z,LAKE,control,SR22,G-LUMI,GLUMI,EGKB,598.0,EGPK,65.0,2026-07-29,5131.4,54.6537,-3.1459,2834.1,2834.1,7976.6,7978.6,5142.5,pre-planned high,,38.7,38.7,1,2690.2,2690.2,382.8,119.4,466.6,10
406833:2025-01-08T13:21:30Z,PENN,trap,DR40,G-CHOE,GCHOE,EGNE,91.0,EGNH,34.0,2025-01-08,1527.1,53.683,-1.9922,1234.3,1280.8,2862.0,2873.6,1581.3,pre-planned high,,33.9,34.1,1,1537.0,1537.0,48.0,58.9,58.1,35
406833:2025-01-08T11:02:11Z,PENN,trap,DR40,G-CHOE,GCHOE,EGNH,34.0,EGNE,91.0,2025-01-08,1592.2,53.6948,-2.0244,1220.8,1220.8,3039.9,2908.0,1819.1,pre-planned high,,34.1,34.3,1,1537.0,1537.0,57.8,50.3,62.7,35
4055b7:2025-01-07T13:34:17Z,PENN,control,BE20,G-JASS,BRO36P,EGCC,257.0,EGNM,681.0,2025-01-07,4682.9,53.656,-1.7042,540.7,1559.8,5341.5,7532.5,3781.7,pre-planned high,,32.2,32.3,1,1877.5,1877.5,7.2,3.1,38.1,33
407fd9:2025-01-10T15:34:21Z,PENN,trap,DA42,G-OTST,GOTST,EGNE,91.0,EGNO,55.0,2025-01-10,1803.6,53.6432,-2.042,1542.3,1542.3,3345.1,3345.9,1802.8,pre-planned high,,28.8,29.1,1,1548.4,1548.4,48.2,46.4,58.5,30
407fd9:2025-01-10T09:54:28Z,PENN,trap,DA42,G-OTST,GOTST,EGNO,55.0,EGNE,91.0,2025-01-10,1916.4,53.6504,-1.9943,1410.0,1410.0,3301.6,3326.4,1891.6,pre-planned high,,30.3,30.7,1,1548.4,1548.4,48.4,50.1,49.3,30
402142:2025-01-09T14:22:13Z,PENN,trap,PA38,G-LFSA,GLFSA,EGGP,80.0,EGCJ,26.0,2025-01-09,567.7,53.7793,-1.8914,1139.5,1372.6,2698.9,2859.5,1326.3,pre-planned high,,29.4,29.8,1,1537.0,1537.0,47.5,33.8,86.0,42
3ce690:2025-01-09T13:28:46Z,PENN,control,PC24,D-COPS,PTN86V,EGCC,257.0,EGNM,681.0,2025-01-09,5327.9,53.6566,-1.7047,552.2,1632.5,6106.4,7891.1,4473.9,pre-planned high,,34.2,34.5,1,1877.5,1877.5,7.5,3.4,36.3,42
407bdd:2025-01-09T11:53:05Z,PENN,control,AT76,G-CMJL,EAG1MR,EGAC,15.0,EGNM,681.0,2025-01-09,4985.8,53.7045,-1.7261,461.4,1301.3,7875.2,7111.3,6573.9,pre-planned high,,27.4,27.4,1,1478.2,1478.2,251.2,3.0,530.1,42
440d39:2025-01-09T10:47:54Z,PENN,control,C25B,OE-GSF,JVW224,EHAM,-11.0,EGNM,681.0,2025-01-09,4910.8,53.7052,-1.7303,492.2,1380.4,7869.0,6935.6,6488.7,pre-planned high,,29.1,29.1,1,1436.9,1436.9,455.7,3.0,1027.8,42
402975:2025-01-09T10:39:32Z,PENN,trap,P28T,G-GFRA,RVR28T,EGGP,80.0,EGGP,80.0,2025-01-09,903.5,53.5378,-1.8682,1822.5,1838.8,2761.9,3055.6,923.2,reactive climb,-26.2,38.6,52.4,6,1625.2,2067.5,47.6,43.0,73.7,42
406534:2025-01-29T11:18:44Z,PENN,trap,EV97,G-CGVT,GCGVT,EGCB,73.0,EGCJ,26.0,2025-01-29,1006.8,53.6206,-2.0004,1557.9,1557.9,1570.6,2940.1,12.6,proactive climb,10.7,27.9,29.5,1,1604.1,1548.4,15.7,31.5,28.2,44
407b00:2025-01-30T16:06:00Z,PENN,trap,DA40,G-DPAZ,GDPAZ,EGCJ,26.0,EGNH,34.0,2025-01-30,662.1,53.7324,-2.0976,1331.6,1331.6,2817.6,2760.5,1486.0,pre-planned high,,28.9,29.1,1,1537.0,1537.0,32.0,56.9,43.7,43
407b00:2025-01-30T14:42:57Z,PENN,trap,DA40,G-DPAZ,GDPAZ,EGNH,34.0,EGCJ,26.0,2025-01-30,1260.0,53.7321,-2.0982,1298.1,1298.1,2565.3,2791.1,1267.2,pre-planned high,,29.5,29.5,1,1537.0,1537.0,58.5,31.7,66.6,43
401f22:2025-01-30T11:59:42Z,PENN,trap,C172,G-BIOB,GBIOB,EGTF,80.0,EGTF,80.0,2025-01-30,1005.2,53.6048,-1.9946,1378.5,1378.5,1880.7,2443.7,502.1,reactive climb,0.0,37.5,37.6,1,1548.4,1548.4,231.6,231.2,359.9,43
4077c9:2025-02-02T11:06:20Z,PENN,trap,ULAC,G-CLDA,GCLDA,EGCV,275.0,EGCJ,26.0,2025-02-02,1715.3,53.6454,-2.0421,1491.8,1491.8,3207.1,3253.8,1715.3,pre-planned high,,29.9,29.9,1,1548.4,1548.4,67.1,31.5,121.9,59
48ebed:2025-02-22T17:23:22Z,PENN,trap,DA62,,2SALE,EGNJ,121.0,EGNH,34.0,2025-02-22,1476.6,53.7608,-2.13,1532.8,1532.8,2790.8,3014.7,1258.0,pre-planned high,,30.2,30.3,1,1537.0,1537.0,88.8,56.8,90.1,72
405f6f:2025-02-22T14:33:01Z,PENN,trap,CRUZ,G-SCPI,GSCPI,EGCJ,26.0,EGCB,73.0,2025-02-22,572.3,53.594,-2.0637,1234.4,1491.1,2002.9,2574.6,511.8,reactive climb,0.9,31.1,31.1,1,1548.4,1548.4,32.2,16.0,35.6,72
40299c:2025-02-22T13:09:38Z,PENN,trap,C172,G-BNTP,GBNTP,EGCB,73.0,EGCS,58.0,2025-02-22,1001.0,53.5968,-1.9872,1452.0,1452.0,1615.1,2828.3,163.1,proactive climb,14.3,28.7,30.9,2,1689.4,1689.4,16.9,70.4,28.3,72
405f6f:2025-02-22T12:45:55Z,PENN,trap,CRUZ,G-SCPI,GSCPI,EGCB,73.0,EGCJ,26.0,2025-02-22,998.7,53.6144,-2.001,1580.6,1580.6,725.0,2667.0,-855.6,proactive climb,21.3,31.0,31.0,2,1548.4,1548.4,15.7,32.2,22.4,72
40328d:2025-02-22T11:12:39Z,PENN,trap,P28R,G-HALC,GHALC,EGCB,73.0,EGCS,58.0,2025-02-22,824.7,53.6327,-2.0277,1344.1,1344.1,1908.0,2633.2,563.9,no climb,,30.1,30.4,1,1548.4,1548.4,16.3,69.4,38.1,72
40686b:2025-02-22T08:47:29Z,PENN,control,C56X,G-GAAL,LNX05AL,EGCC,257.0,EGNM,681.0,2025-02-22,4395.9,53.685,-1.7075,346.2,1497.5,5006.9,7853.8,3509.4,pre-planned high,,34.8,37.2,1,1604.1,1548.4,8.6,2.9,35.7,72
406f33:2025-02-20T09:10:28Z,PENN,control,SR22,G-GCVV,GGCVV,EGBB,327.0,EGNM,681.0,2025-02-20,2280.2,53.9012,-1.8443,1236.7,1236.7,7799.0,7802.3,6562.4,pre-planned high,,40.4,41.4,1,1296.2,1296.2,94.9,1.5,141.5,48
405f6f:2025-03-11T14:51:21Z,PENN,trap,CRUZ,G-SCPI,GSCPI,EGCJ,26.0,EGCB,73.0,2025-03-11,645.7,53.5921,-2.0624,1254.1,1425.6,2022.7,2525.4,597.1,reactive climb,7.7,31.3,31.3,1,1548.4,1548.4,32.2,15.8,35.4,25
402975:2025-03-11T10:45:31Z,PENN,trap,P28U,G-GFRA,RVR28T,EGGP,80.0,EGGP,80.0,2025-03-11,1222.8,53.5318,-1.9195,1646.0,1720.9,2744.2,3057.0,1023.3,pre-planned high,,35.7,58.8,6,1625.2,2052.2,45.7,44.1,68.8,25
4078d7:2025-03-10T15:59:19Z,PENN,trap,F406,G-RVLG,REV6LG,EGNX,306.0,EGNX,306.0,2025-03-10,1894.9,53.388,-1.7337,1276.7,1961.8,3097.4,4056.0,1135.6,pre-planned high,,58.6,58.9,1,2024.7,2024.7,58.9,56.9,65.5,25
4078d7:2025-03-10T15:59:19Z,PENN,trap,F406,G-RVLG,REV6LG,EGNX,306.0,EGNX,306.0,2025-03-10,1590.1,53.3052,-1.898,1245.1,1509.8,4021.1,4064.6,2511.3,pre-planned high,,52.2,53.5,1,1694.2,1832.6,58.9,56.9,232.2,25
405fb0:2025-03-15T14:16:49Z,PENN,trap,RV8,G-GORV,GGORV,EGCJ,26.0,EGOW,37.0,2025-03-15,1421.3,53.5982,-1.9954,1439.0,1443.4,2782.1,2899.2,1338.8,pre-planned high,,28.5,28.6,1,1548.4,1548.4,31.9,59.9,40.0,54
400d86:2025-03-15T14:16:07Z,PENN,trap,RV7,G-CCVM,GCCVM,EGCJ,26.0,EGOW,37.0,2025-03-15,1174.1,53.6299,-2.052,1361.3,1361.3,2350.5,2609.0,989.2,no climb,,28.6,28.6,1,1548.4,1548.4,31.8,59.7,35.6,54
